log_id,mse,activity,Recognised
0yGJtdbPjH91ocDYKXWiiQ8GdnURmuqSwu4BmhZ17Pkd2B1CooBCiaiSQ392v07oDxLFybVS2OrJrSUqP6yQ,0.0385569871946692,right,No
aMP7dCYBEoL2FnB5IVTZmhnmtAwJWuZJhKWsl0UlVhb2DIIivLe0fPjwQ3Dsa5vbX5E1P939TiQxUbrxqBjA,0.0384914371522303,right,No
aTuVcHzz1UYlENx3AfTCuSvejzg7Oc3Ap4p5XdLHoWQ9cpoYg5DTpnuW9O0hmaSD9IkCyAs85cj9ALaJOBag,0.0385047390125189,right,No
CKuASVs0l8uene2fe1roZCq91JlNorY1rumviij8HOYpqZtPFe0jt8W7aymfmWtKh1HqoFBBucOynGzVw,0.038689850060121,right,No
csu71SUSo83NYSsChwjkGq0WU591UkfBgpB0pYK2yQGTScZJiDD3WqP4N1JqT3D9FvS03zBOfdZNC4gp9HCw,0.0383168250377029,right,No
fdNfAG7FSVYXECre0TFtY9MXnSaV4ktY3jrRM2Xz0LAEVjcfRD9EBMxkCRxqym0pcRlodsomjeuFPT6wtuQ,0.0384615131274521,right,No
HEe0DOXSfQOySpZinPZrRjfyeWf28bRBhfCP3um1twnn3QbUhf6g95koxf7uex8faeaevCaby1b1cLCfadNYVw,0.0385960414779752,right,No
JPNxWpPmL4szjhEjvocimduXXW5Yo6Hbz4tRFN1gO3HFES1Dksxdzz7wbMt4BVCVRLThOS8hDEJyHm05A,0.0384729564194409,right,No
KTujUbX0yLn3dkKWnADlIX39lcWvVz36dUPyRoAqSZKOPxmheGnxtlvKcNtosuze4IloyHdlrujjJW9wYDlA,0.0385351071639442,right,No
KWrKNjZltVOrJ95DjF2wGWKJ1ex24xIvQ2oXsjNfJf13hPUHZcbG6QuRdtGh7lyJlvDprf5pn9volEBTkqgtQ,0.0385670176555417,right,No
PhneKXVsDZGtrjp2kIQ4XhLZAOK331R3PHHChvDwFoEPtMzYgYdw7spPBdtO4gnX8UL0ai5c4bWwb0K7rrQ2Iw,0.0382564852326188,right,No
q1pR0qOJPrZFN7yzZigJiIoVEWWQShYt1xPjtjPDP1gCN1wxSHQN1m5TBAyznwNpFV9DCXOwo13dcmZybgw,0.0383844489955716,right,No
RcbzBdG1wuaKc9QVmTRDvSJ0XaY7GgNG1MHMuQuarOwpM0E0W0VpvmDCzVYaA5LqvjJ2pY2bDzhw1fRNdA,0.038194807250526,right,No
ve7iOhLbGE11HS2IX0VSFhVeTf2XAGyJmRtpbaaBjWteuM1DW2xlR26CCluLWiGXJgdhLJyKLMfiRtYiKuQ,0.0385205174852942,right,No
x7yIM3Hzc6hdi2xGCMWUSPL1NFX2ITFU2xfeexzVIZv6P87PeptuYzYVd9JPEyTbPQplVvqTfWPzPJ5ZxaJQ,0.0383933957565297,right,No
X8mcpH70fJv9M7xfAgOVfcFlnN95C8GWi1iBSiyxwJnRvFyyqKjJBXiQgSU8B6uQszdBP6Fbk0jCW0rAMbQ,0.0384067168003668,right,No
xhIfmMrr5sRLfOM7SUBlyEa0ArQVYycMAXYTJo086Axfrv6cKBYcb9mO36S1YPljkZOWGNvzEAu9yC4A,0.0386017240094368,right,No
xv58a14zbHiXPVdqlJaLhbiw45xF5RXG0lQyH1mbGcUp8w3YaedfwqYGBAjarf5IVI2i7r2H0hMAFqmGzKxMg,0.038637287820849,right,No
YNyI4y1NKtLZJwpSgztiiTLm4Bi2ICAIs9PWmC7J3pe1UIueR6MZ7WxICHFfA4f3JDHm7L5Ti2uG0HzxuQ,0.0384586701480199,right,No
257FXjNHhsNBaDN0qqkdg2jlng6OOfuulR8Kr9E1Rife9YFcDGdiSbz6aaFGlfElEmygKjv2fvpIQwJlY95Q,0.0066559520003657,wrong,No
2DsfeswNqNZnOCdU3FgENdgb3xHOnKM1zhDMQiAspblNLTzclWBj2AfAaftsiNky1D2NUV6A2bEpZQIhh0WMw,0.0113441475468639,wrong,No
3tNUqQYeevOu6FmYmRnnz7GvtyMePjiARXkRTqoib04RJrTdM6OE5MqUIgMQDSUv5QZApB7L4Z6Eqwh3LoQ,0.0150267700234201,wrong,No
5woaRxtr3GrWIVQWtyXZDFHCApw4WzDkUdzg6uJRUTlg9uwK8riobq9zlKSxWk5Lz9JZKMNvrKzbCABpHKmQ,0.1763655825112594,wrong,No
5ZjHMDacgyj7zT0DB7aO2m8EJv2xvEFZShybgiMDJREqGtLcCOadHKzekEdvKSSDXhTQGPLUiQ2Az4dvlTA,0.0140209044484818,wrong,No
6ggyHcxZWA4whRGGosJSiWjKGZ0V3IR1waVeTZ54J3DtG9Z7kvzihojurALEqCpD3vg6TC4nK1it1eBQpw,0.0825160202775803,wrong,No
blzmNFL3Q5AKLxk57JwK10tdatEAroe3ykbH39ZzoWzmBNHQjlVHYqkEsPkNCqsE0l06WrKiZz6rePNcRkg,0.003216223057455,wrong,No
bNvXo3HlgGHZEoZraZRJxza67LTA9FmBXswPCYPOufUjgqDudrTZdLbscs6vm0VHz46sa5vyPJ0h4zejEcZHQ,0.0083020898521675,wrong,No
CCCpQUXwWW7MlccK4FwFuPFTuO0hAz0BQwItzJb98cJWsvMnTnfKFtVmmocdwXzT4vQRDgyXhMk89uzCCQ,0.0082111482682953,wrong,No
cGKE51PApL0J5WF8MBUg6MtRxgcORkBEMVjNY1iBgtfWyDIFffHlMVLYbjdEPEhvrreZBBDBfiq8uqHgOWNX8A,0.0065401684016521,wrong,No
CJlxx4t4hAUsCFkKwVwC9c8PdZ6dERibh2Mqs133aDdCIusR47q0AsVn5Dp9iKhVOlrbYIkGrqEgqU8uBgNA,0.0158088845517742,wrong,No
cNsw3tz35wMvWzNavZnTgyREMR56uDlLuj1ewuUcQjIDhvTKNtsety9AFaEOoZJHSN9d8oREsErvczfIPPw,0.0573694869645939,wrong,No
emPpbs3bqNNm1wIvnwjRA33mzVvA2CaOLfHBV6iLfPM6hU9HeX3bjnf0sdBJ7grgd7qzVOn3j0WSmcoM4A,0.0077223022947782,wrong,No
FC8H1iBhKLQYdy4DsXUOHLvmfWel0bIxjVi3pxMht20Tdbjw7ufx0Bw1rK2SnsCJQhJG4SUZO3HTPCoZqA,0.0063748436481846,wrong,No
GSFRAj2b57K37WMqi1YNepcbGt9LrpgLYomi40Ylc3m8yodJlZ8JjSDs7NxbtXVCZa2bY5SjkaFblmkMx47w,0.0648574797894408,wrong,No
H9C5xlC2pnjvp6QhQWF7DhYEcuVrBjWyibyah7xSxTQZ2a0zPQZryAQFMWwYFsCEWj1bz2dkbuekepZDAtdmLQ,0.1992002631130817,wrong,No
hm5vuujnrAROAP700iLgwE414xQJKAfkudGUnzXIud4m3ByJLx3XyTB1fdQipbsKl1kEyy4zFBgyCtRoA,0.013917178425688,wrong,No
KHiZXlwh5dPGc6S2yUyXThxHxwUCEfVFej8Rz8FCJ9QsJBqp2fUGniVZgshw6QxWFZ2gsbRJQVCuhuJc8Q,0.1550011867633576,wrong,No
Kmg96ZtvYFl6skIeGF106PclXINiVvXKLsJghMBNPTrqnMPZXuE7eaWnNXrRqhNWLwGlswYsUxWg72uGotvg,0.0037576906894476,wrong,No
lbMjBeffihnQWGieMuo7WaXXz3NbKHczQWp6KydpYakKSGxQPQJOayedeTBfHXVGuHGTemokrycruVQp2g,0.1017831413056414,wrong,No
LdlMcPjDQNtS8TTdmHPuvesDdxTB8frPkGWdZmpm3VEGtUh1LPZKadF1bpBsYUOGWJmgDvDVvlHMjDrhxvg,0.0410170690828218,wrong,No
mBKuHfaZ2c0kpT3ozW9NhPlWivHySPrMWKL11YXWancwf1Np63wuGSfbLed8Gn0OQEgjpbSebN2KBP2KpynwA,0.012466194333838,wrong,No
n6Z6B9q8YeAQyTUrZcSzi7dNySBWwckUbvqOVJHw9twQx3n4SMHhH7IHfG0aagLotEeOdqoG2ooiHJhcg,0.0258260076143966,wrong,No
oCFXKlsxVeSPh7XwTiMSmQsd61VxS3FHB7pWUEgbYvT0Yq0CTwDEImJeSJx0xVJjYrtsbfgvY5AA3cDAecFg,0.0103375475937276,wrong,No
PlRl3gfi8wp9hUPs3HFR5vIBGm2ml3X6jvSynP0yruv3I7J8NowQVzSVjX9cMPBouOZU1TjvQTjNhfKVXYYxw,0.0058799797673111,wrong,No
qjfPHmR2uBW026o5sWrnt9TfEBCIpmVg1ULRTo4KQl4nsqnmDqhqnejI6VZiWXCBMO8XdPz7A7TQ42IzFpxA,0.0064894645186262,wrong,No
RpxMDsl5rQ1DnUIfVDU8PmyckEzv3iLypap55P9rVXqpbBR7elUgtMMSo1piF2s5T5eaFgBAJSsQ8f04YRQ,0.018434899240254,wrong,No
Tgxp5YSS9RQCfzJVW3qD8XT9OZgqkV8y1LwrKIS7nHQJ7oMuhN9urHCL243NBsZdaT8dUUJBDRr1oOtc6EQ,0.0070500710038659,wrong,No
tw4Qv8ImyzUOtWdRiCiyNLNjhT369PWnfPTdyADAZRWnQmqG78wI5Xl1K97ngGRoRpvUoRQBPQtw54WQcxRQ,0.0106270704119548,wrong,No
u2snGKk4UC9181m8IJS2p1jphM942gPn0Ni4GqXEFbAobLtTq4McNddOygmm4FxhBxeOXGwXHSHOfR9Sm8fw,0.000545835082023,wrong,Yes
UWmpNpsO0vRpBfMo8XoEfpJnJBS4nBcEWWulYDiq9wonheX68dHRPKnXrPQWIxj7Nqy9uKDFwY5ooAfA1kTqg,0.0438999568668566,wrong,No
Va5fPRFzxRsG1GKUxsTRS1EMlY1c9r1Lz3UzgVjpigxkUsfyLv2Kk3twMIbTTihdQUS8H4z4kMkxbTGFtn2Pw,0.0076357813543993,wrong,No
XweFoTnWNx97wlMdWz4otQ1ed3f8pwkM3TyhteoXc3J58oybrN7NNbvH11qph3NwUMzbc7LB6Bxhrrw4tQ,0.0110832495837468,wrong,No
xyRXCdpJ4sAGQe9rwiqCgZ4KIMq96IAJbbt5hRzEajpcDPV1fi1cZQvdVwITKnBWcxORTxmCEHUBhCIwAh5A,0.0112738488560931,wrong,No
XZIMdi009nOwL4VHudq1BU7mJPLuVqWwS3rmQpg5qXKPVDKUtsvSm6351LlZifX9aTFHyVwAp9wFAnG5DIrwg,0.0049532326224087,wrong,No
021YLpiAi2VSAbmXTT2Kw9zFzc7K17nuEVgzZm3beMmYoJhkc93M7JDBdI9IJXTipsflJGSnZDJ8LMYBYqCQ,0.0382762134444475,wrong,No
