Timestamp,Head_Pitch,Head_Yaw,Head_Roll,Head_X,Head_Y,Head_Z,Controller_Pitch,Controller_Yaw,Controller_Roll,Controller_X,Controller_Y,Controller_Z,Codice,Utente
146.8464,11.6,269.0,5.4,-0.1,1.6,0.0,66.1,47.6,59.3,-0.2,1.1,0.0,57643,1
146.8889,11.6,269.1,5.3,-0.1,1.6,0.0,66.1,48.5,59.5,-0.2,1.1,0.0,57643,1
146.9306,11.8,269.1,5.2,-0.1,1.6,0.0,66.2,49.5,60.2,-0.2,1.1,0.0,57643,1
146.9729,11.8,268.9,4.9,-0.1,1.6,0.0,65.7,50.1,60.3,-0.2,1.1,0.0,57643,1
147.0172,11.9,268.9,4.6,-0.1,1.6,0.0,66.2,52.1,62.1,-0.2,1.1,0.0,57643,1
147.0599,12.0,268.8,4.5,-0.1,1.6,0.0,66.5,51.9,61.5,-0.2,1.1,0.0,57643,1
147.1032,11.9,268.7,4.4,-0.1,1.6,0.0,66.9,53.5,63.1,-0.2,1.1,0.0,57643,1
147.146,11.8,268.8,4.2,-0.1,1.6,0.0,67.1,53.5,62.9,-0.2,1.1,0.1,57643,1
147.1882,11.7,268.7,4.1,-0.1,1.6,0.0,66.9,54.1,63.3,-0.2,1.1,0.1,57643,1
147.2305,11.5,268.8,3.7,-0.1,1.6,0.0,66.9,53.6,62.4,-0.2,1.1,0.1,57643,1
147.2733,11.6,268.8,3.7,-0.1,1.6,0.0,66.3,53.2,61.3,-0.2,1.1,0.1,57643,1
147.3154,11.7,269.4,3.1,-0.1,1.6,0.0,67.4,54.3,61.9,-0.2,1.1,0.1,57643,1
147.3575,12.1,270.2,3.4,-0.1,1.6,0.0,68.3,54.3,61.2,-0.2,1.1,0.1,57643,1
147.3992,12.9,270.8,3.9,-0.1,1.6,0.0,67.6,57.0,62.7,-0.2,1.1,0.1,57643,1
147.4408,13.0,271.1,4.0,-0.1,1.6,0.0,67.3,57.7,62.4,-0.2,1.1,0.1,57643,1
147.4826,12.7,271.2,3.6,-0.1,1.6,0.0,67.3,58.4,62.4,-0.2,1.1,0.1,57643,1
147.5248,12.7,271.5,3.2,-0.1,1.6,0.0,67.1,59.7,62.8,-0.2,1.1,0.1,57643,1
147.5664,12.8,272.0,3.1,-0.1,1.6,0.0,66.8,62.0,63.8,-0.2,1.1,0.1,57643,1
147.6083,13.0,272.3,2.9,-0.1,1.6,0.0,66.7,63.9,64.9,-0.2,1.1,0.1,57643,1
147.6497,12.9,272.7,2.7,-0.1,1.6,0.0,67.2,64.2,65.0,-0.2,1.1,0.1,57643,1
147.6911,13.1,273.0,2.6,-0.1,1.6,0.1,67.6,64.0,64.7,-0.2,1.1,0.1,57643,1
147.7327,13.1,273.5,2.3,-0.1,1.6,0.1,67.8,65.2,65.4,-0.2,1.1,0.1,57643,1
147.7743,13.0,274.1,2.1,-0.1,1.6,0.1,68.0,66.4,65.8,-0.2,1.1,0.1,57643,1
147.8167,13.0,274.5,1.8,-0.1,1.6,0.1,68.1,67.7,66.3,-0.2,1.1,0.1,57643,1
147.8584,12.8,275.2,1.6,-0.1,1.6,0.1,68.1,69.4,66.9,-0.2,1.1,0.1,57643,1
147.9009,12.7,275.7,1.4,-0.2,1.6,0.1,68.2,71.0,67.9,-0.2,1.1,0.1,57643,1
147.9296,12.8,276.1,1.2,-0.2,1.6,0.1,68.2,71.7,68.0,-0.2,1.1,0.1,57643,1
147.9583,12.9,276.7,1.1,-0.2,1.6,0.1,68.1,72.4,68.0,-0.2,1.1,0.1,57643,1
147.987,13.0,277.3,1.0,-0.2,1.6,0.1,68.2,73.4,68.6,-0.2,1.1,0.2,57643,1
148.0146,13.1,278.1,0.9,-0.2,1.6,0.1,68.2,73.7,68.4,-0.2,1.1,0.2,57643,1
148.0421,13.2,279.2,0.8,-0.2,1.6,0.1,68.3,74.6,68.7,-0.2,1.1,0.2,57643,1
148.0694,13.4,280.5,0.7,-0.2,1.6,0.1,68.3,75.0,68.7,-0.2,1.1,0.2,57643,1
148.0961,13.6,282.7,0.2,-0.2,1.6,0.1,68.2,75.2,68.3,-0.2,1.1,0.2,57643,1
148.1239,13.8,285.8,359.7,-0.2,1.6,0.1,68.0,75.8,68.3,-0.2,1.1,0.2,57643,1
148.1512,14.0,289.4,359.9,-0.2,1.6,0.1,67.9,76.4,68.2,-0.2,1.1,0.2,57643,1
148.1789,14.2,292.9,359.9,-0.2,1.6,0.1,67.8,76.7,67.9,-0.2,1.1,0.2,57643,1
148.2066,14.5,296.2,0.2,-0.2,1.6,0.1,67.9,76.9,67.4,-0.2,1.1,0.2,57643,1
148.2347,14.7,298.9,0.4,-0.2,1.6,0.2,68.1,77.4,67.2,-0.2,1.1,0.2,57643,1
148.2627,14.8,301.0,0.7,-0.2,1.6,0.2,68.2,78.7,67.5,-0.2,1.1,0.2,57643,1
148.2908,14.7,302.8,0.7,-0.2,1.6,0.2,68.2,80.6,68.4,-0.2,1.1,0.2,57643,1
148.3207,14.8,305.3,0.6,-0.2,1.6,0.2,68.4,83.1,69.2,-0.2,1.1,0.2,57643,1
148.3606,15.0,308.0,0.4,-0.2,1.6,0.2,68.5,84.7,68.8,-0.2,1.1,0.2,57643,1
148.4013,15.5,311.5,0.3,-0.2,1.6,0.2,68.2,86.7,68.3,-0.2,1.1,0.2,57643,1
148.4382,16.1,315.3,0.7,-0.2,1.6,0.2,67.9,89.0,68.0,-0.2,1.1,0.2,57643,1
148.4769,16.6,319.7,1.2,-0.2,1.6,0.2,68.2,92.1,67.7,-0.2,1.1,0.2,57643,1
148.5281,16.8,322.9,1.8,-0.2,1.6,0.2,68.3,95.6,67.9,-0.2,1.1,0.3,57643,1
148.5765,16.8,325.6,1.5,-0.2,1.6,0.2,68.7,98.7,67.3,-0.2,1.1,0.3,57643,1
148.6241,17.1,328.5,1.6,-0.1,1.6,0.2,68.6,102.9,67.5,-0.2,1.1,0.3,57643,1
148.6759,17.4,332.2,2.0,-0.1,1.6,0.2,68.0,107.0,67.1,-0.2,1.1,0.3,57643,1
148.7296,17.5,336.1,2.3,-0.1,1.6,0.2,68.2,110.7,66.4,-0.2,1.1,0.3,57643,1
148.7983,18.4,340.0,2.3,-0.1,1.6,0.2,67.9,114.3,65.1,-0.2,1.1,0.3,57643,1
148.8665,17.4,342.7,2.2,-0.1,1.6,0.2,66.5,122.7,68.7,-0.2,1.1,0.2,57643,1
148.9355,16.9,345.2,2.6,-0.1,1.6,0.1,67.2,127.4,69.5,-0.1,1.1,0.2,57643,1
149.004,17.7,347.9,3.2,-0.1,1.6,0.1,66.4,127.9,65.7,-0.1,1.1,0.2,57643,1
149.0737,17.5,350.6,3.1,-0.1,1.6,0.1,66.9,133.7,67.3,-0.1,1.1,0.2,57643,1
149.1433,17.5,353.2,4.0,-0.1,1.6,0.1,67.1,135.0,65.6,-0.1,1.1,0.2,57643,1
149.2128,18.3,354.3,4.7,-0.1,1.6,0.1,66.2,138.2,66.3,-0.1,1.1,0.2,57643,1
149.2823,18.4,355.2,3.9,-0.1,1.6,0.1,66.2,140.4,67.0,-0.1,1.1,0.2,57643,1
149.3516,18.6,356.6,3.6,-0.1,1.6,0.1,67.2,142.6,67.5,-0.1,1.1,0.2,57643,1
149.4204,18.2,357.1,2.8,-0.1,1.6,0.1,67.6,145.9,69.6,-0.1,1.1,0.2,57643,1
149.4908,18.3,358.0,2.7,-0.1,1.6,0.1,67.8,145.1,68.4,-0.1,1.1,0.2,57643,1
149.5642,19.0,357.4,3.1,-0.1,1.6,0.1,68.3,141.8,64.4,-0.1,1.1,0.2,57643,1
149.6336,19.3,356.7,2.2,-0.1,1.6,0.1,70.3,145.5,65.7,0.0,1.1,0.2,57643,1
149.7029,20.1,356.8,2.3,-0.1,1.6,0.1,68.0,149.5,65.9,0.0,1.1,0.3,57643,1
149.7717,20.2,358.1,2.1,-0.1,1.6,0.1,67.7,151.4,65.8,0.0,1.1,0.3,57643,1
149.8492,20.6,358.9,1.9,0.0,1.6,0.1,67.0,153.1,64.8,0.0,1.1,0.3,57643,1
149.9109,20.7,359.9,1.9,0.0,1.6,0.1,66.5,158.2,67.9,0.0,1.1,0.3,57643,1
149.9819,21.1,359.3,1.8,0.0,1.6,0.1,66.3,157.3,65.7,0.0,1.1,0.3,57643,1
150.0494,21.5,358.7,2.1,0.0,1.6,0.1,67.3,157.5,64.8,0.0,1.1,0.3,57643,1
150.1181,21.7,357.7,2.6,0.0,1.6,0.1,66.6,159.3,65.2,0.0,1.1,0.3,57643,1
150.2019,21.5,357.5,2.6,0.0,1.6,0.1,66.0,158.7,63.8,0.0,1.1,0.3,57643,1
150.2704,21.6,357.8,2.5,0.0,1.6,0.1,65.5,160.6,64.4,0.0,1.1,0.3,57643,1
150.3396,21.7,358.4,2.7,0.0,1.6,0.1,64.4,158.4,61.0,0.0,1.1,0.3,57643,1
150.4098,22.1,358.8,2.9,0.0,1.6,0.1,61.7,161.7,64.2,0.0,1.1,0.3,57643,1
150.4796,22.1,358.7,2.8,0.0,1.6,0.1,62.1,162.0,63.1,0.0,1.1,0.3,57643,1
150.5493,22.1,358.4,2.7,0.0,1.6,0.1,62.2,160.9,61.4,0.0,1.2,0.3,57643,1
150.6196,22.0,358.2,2.6,0.0,1.6,0.1,62.1,161.6,61.5,0.0,1.2,0.3,57643,1
150.6896,22.0,357.9,2.5,0.0,1.6,0.1,62.0,162.0,61.4,0.0,1.2,0.3,57643,1
150.7589,22.0,357.7,2.5,0.0,1.6,0.1,62.3,161.3,60.6,0.0,1.2,0.3,57643,1
150.8284,21.9,357.5,2.4,0.0,1.6,0.1,61.6,162.5,61.7,0.0,1.2,0.3,57643,1
150.8974,21.6,357.5,2.4,0.0,1.6,0.1,62.4,163.2,61.8,0.0,1.2,0.3,57643,1
150.9682,21.4,357.4,2.5,0.0,1.6,0.1,62.6,163.4,62.5,0.0,1.2,0.4,57643,1
151.0378,21.3,357.1,2.4,0.0,1.6,0.1,61.3,163.8,62.8,0.0,1.2,0.4,57643,1
151.1072,21.1,357.0,2.4,0.0,1.6,0.1,61.9,163.6,61.9,0.0,1.2,0.4,57643,1
151.1766,21.2,356.8,2.5,0.0,1.6,0.1,61.9,165.1,64.0,0.0,1.2,0.4,57643,1
151.2453,21.2,356.6,2.5,0.0,1.6,0.1,62.0,165.0,63.7,0.0,1.2,0.4,57643,1
151.3159,21.3,356.4,2.4,0.0,1.6,0.1,62.6,166.3,65.1,0.0,1.2,0.4,57643,1
151.3854,21.4,356.3,2.3,0.0,1.6,0.1,62.3,165.5,64.2,0.0,1.2,0.4,57643,1
151.4552,21.4,356.2,2.2,0.0,1.6,0.1,61.9,164.7,63.4,0.0,1.2,0.4,57643,1
151.5243,21.6,356.2,2.2,0.0,1.6,0.1,62.1,165.2,63.8,0.0,1.2,0.4,57643,1
151.5945,21.7,356.1,2.2,0.0,1.6,0.1,62.1,165.4,64.0,0.0,1.2,0.4,57643,1
151.6635,21.6,356.2,2.1,0.0,1.6,0.1,62.1,165.6,64.2,0.0,1.2,0.4,57643,1
151.7336,21.6,356.2,2.0,0.0,1.6,0.1,62.1,165.7,64.4,0.0,1.2,0.4,57643,1
151.8025,21.6,356.1,2.1,0.0,1.6,0.1,62.1,165.6,64.4,0.0,1.2,0.4,57643,1
151.8722,21.5,356.1,2.2,0.0,1.6,0.1,62.2,165.5,64.3,0.0,1.2,0.4,57643,1
151.9419,21.6,356.0,2.2,0.0,1.6,0.1,62.2,165.5,64.3,0.0,1.2,0.4,57643,1
152.0123,21.4,356.1,2.2,0.0,1.6,0.1,62.2,165.6,64.4,0.0,1.2,0.4,57643,1
152.0819,21.5,356.0,2.2,0.0,1.6,0.1,62.2,165.5,64.4,0.0,1.2,0.4,57643,1
152.1514,21.5,355.9,2.2,0.0,1.6,0.1,62.2,165.4,64.4,0.0,1.2,0.4,57643,1
152.2207,21.4,355.8,2.3,0.0,1.6,0.1,62.2,165.5,64.5,0.0,1.2,0.4,57643,1
152.2895,21.4,355.7,2.2,0.0,1.6,0.1,62.2,165.5,64.6,0.0,1.2,0.4,57643,1
152.3584,21.4,355.7,2.4,0.0,1.6,0.1,62.2,165.3,64.6,0.0,1.2,0.4,57643,1
152.4284,21.3,355.5,2.3,0.0,1.6,0.1,62.2,165.1,64.5,0.0,1.2,0.4,57643,1
152.4979,21.2,355.6,2.5,0.0,1.6,0.1,62.1,164.9,64.4,0.0,1.2,0.4,57643,1
152.5684,21.2,355.4,2.5,0.0,1.6,0.1,62.2,164.6,64.2,0.0,1.2,0.4,57643,1
152.638,20.9,355.2,2.5,0.0,1.6,0.1,62.2,164.4,64.1,0.0,1.2,0.4,57643,1
152.7075,20.6,354.8,2.3,0.0,1.6,0.1,62.3,164.3,64.0,0.0,1.2,0.4,57643,1
152.7775,20.3,354.4,2.4,0.0,1.6,0.1,62.2,164.3,64.1,0.0,1.2,0.4,57643,1
152.8472,20.3,354.8,2.4,0.0,1.6,0.1,62.3,164.3,64.1,0.0,1.2,0.4,57643,1
152.9169,20.5,355.0,2.5,0.0,1.6,0.1,62.2,164.1,64.0,0.0,1.2,0.4,57643,1
152.9878,20.2,355.2,2.5,0.0,1.6,0.1,62.3,164.2,64.1,0.0,1.2,0.4,57643,1
153.0585,19.9,355.4,2.4,0.0,1.6,0.1,62.3,164.2,64.1,0.0,1.2,0.4,57643,1
153.1336,19.8,355.4,2.3,0.0,1.6,0.1,62.4,164.2,64.0,0.0,1.2,0.4,57643,1
153.1984,19.8,355.5,2.4,0.0,1.6,0.1,62.5,164.3,63.9,0.0,1.2,0.4,57643,1
153.2683,19.7,355.5,2.5,0.0,1.6,0.1,62.6,164.5,64.0,0.0,1.2,0.4,57643,1
153.3347,19.4,355.6,2.5,0.0,1.6,0.1,62.7,164.6,64.0,0.0,1.2,0.4,57643,1
153.4058,19.4,355.5,2.5,0.0,1.6,0.1,62.6,164.7,64.0,0.0,1.2,0.4,57643,1
153.4767,19.3,355.6,2.4,0.0,1.6,0.1,62.8,164.8,64.1,0.0,1.2,0.4,57643,1
153.5465,19.5,355.8,2.5,0.0,1.6,0.1,62.8,164.8,64.0,0.0,1.2,0.4,57643,1
153.6169,19.7,355.8,2.5,0.0,1.6,0.1,62.8,164.9,64.0,0.0,1.2,0.4,57643,1
153.6862,19.8,355.9,2.7,0.0,1.6,0.1,62.8,164.8,63.8,0.0,1.2,0.4,57643,1
153.7561,19.9,356.0,2.8,0.0,1.6,0.1,62.6,164.8,63.1,0.0,1.2,0.4,57643,1
153.8256,20.1,356.0,2.9,-0.1,1.6,0.1,62.5,165.2,62.8,0.0,1.2,0.4,57643,1
153.8952,20.2,356.0,3.0,-0.1,1.6,0.1,62.7,165.6,62.8,0.0,1.2,0.4,57643,1
153.9655,20.2,356.0,3.2,-0.1,1.6,0.1,62.7,166.0,62.7,0.0,1.2,0.4,57643,1
154.0346,20.2,356.0,3.1,-0.1,1.6,0.1,62.7,166.7,63.2,0.0,1.2,0.4,57643,1
154.104,20.5,356.0,3.2,-0.1,1.6,0.1,62.6,166.8,63.4,0.0,1.2,0.4,57643,1
154.1768,20.9,356.0,3.2,-0.1,1.6,0.1,62.4,166.2,63.8,0.0,1.2,0.4,57643,1
154.2438,21.4,355.8,3.1,-0.1,1.6,0.1,62.7,166.1,64.0,0.0,1.2,0.4,57643,1
154.3139,22.0,355.5,3.0,-0.1,1.6,0.1,61.7,165.4,65.3,0.0,1.2,0.4,57643,1
154.394,21.8,355.7,3.1,-0.1,1.6,0.1,59.6,162.3,64.6,0.0,1.2,0.4,57643,1
154.4762,22.0,355.6,3.0,-0.1,1.6,0.1,59.3,162.1,65.3,0.0,1.2,0.4,57643,1
154.5444,22.0,355.3,3.3,-0.1,1.6,0.1,58.3,162.7,66.4,0.0,1.2,0.4,57643,1
154.6149,22.0,354.8,3.3,-0.1,1.6,0.1,57.7,161.2,65.7,0.0,1.2,0.4,57643,1
154.6851,21.9,354.5,3.5,-0.1,1.6,0.1,57.1,161.2,66.5,0.0,1.2,0.4,57643,1
154.7533,21.7,354.4,3.5,-0.1,1.6,0.1,56.5,160.7,66.4,0.0,1.2,0.4,57643,1
154.8237,21.6,354.2,3.5,-0.1,1.6,0.1,56.2,160.3,66.6,0.0,1.2,0.4,57643,1
154.8926,21.7,353.9,3.5,-0.1,1.6,0.1,56.0,160.0,66.7,0.0,1.2,0.4,57643,1
154.9636,21.7,353.9,3.5,-0.1,1.6,0.1,56.1,159.7,66.6,0.0,1.2,0.4,57643,1
155.0349,21.8,353.7,3.4,-0.1,1.6,0.1,56.5,159.5,66.8,0.0,1.2,0.4,57643,1
155.104,21.5,353.4,3.3,-0.1,1.6,0.1,57.0,160.2,66.5,0.0,1.2,0.4,57643,1
155.1876,21.5,353.2,3.3,-0.1,1.6,0.1,56.1,159.6,66.2,0.0,1.2,0.4,57643,1
155.2722,21.7,353.0,3.3,-0.1,1.6,0.1,55.8,159.6,65.4,0.0,1.2,0.4,57643,1
155.3521,21.6,353.0,3.1,-0.1,1.6,0.1,56.2,159.7,65.6,0.0,1.2,0.4,57643,1
155.4364,21.7,353.5,3.0,-0.1,1.6,0.1,56.4,159.9,65.7,0.0,1.2,0.4,57643,1
155.5195,21.8,353.8,2.9,-0.1,1.6,0.1,57.4,160.8,65.0,0.0,1.2,0.4,57643,1
155.6029,21.8,354.0,2.9,-0.1,1.6,0.1,59.9,162.8,61.7,0.0,1.2,0.4,57643,1
155.6865,22.0,353.9,3.0,-0.1,1.6,0.1,59.9,170.2,65.9,0.0,1.2,0.4,57643,1
155.7557,22.2,354.2,3.2,-0.1,1.6,0.1,60.8,171.8,64.2,0.0,1.2,0.4,57643,1
155.8252,22.2,355.1,3.3,-0.1,1.6,0.1,61.0,172.7,63.8,0.0,1.2,0.4,57643,1
155.9102,21.8,355.4,3.2,-0.1,1.6,0.1,61.5,172.7,63.9,0.0,1.2,0.4,57643,1
155.9804,21.6,355.7,3.2,-0.1,1.6,0.1,61.8,176.1,66.8,0.0,1.2,0.4,57643,1
156.0497,21.4,355.9,3.2,-0.1,1.6,0.1,61.8,174.0,65.3,0.0,1.2,0.4,57643,1
156.1197,21.3,356.0,3.2,-0.1,1.6,0.1,61.4,173.2,64.7,0.0,1.2,0.4,57643,1
156.1872,21.3,355.7,3.2,-0.1,1.6,0.1,61.1,173.1,64.3,0.0,1.2,0.4,57643,1
156.2587,21.4,355.4,3.2,-0.1,1.6,0.1,61.2,172.1,64.4,0.0,1.2,0.4,57643,1
156.3272,21.5,355.2,3.2,-0.1,1.6,0.1,61.1,171.7,64.8,0.0,1.2,0.4,57643,1
156.3969,21.5,355.0,3.1,-0.1,1.6,0.1,60.8,169.7,64.6,0.0,1.2,0.4,57643,1
156.4652,21.6,354.6,2.9,-0.1,1.6,0.1,60.9,168.5,65.6,0.0,1.2,0.4,57643,1
156.5353,21.6,354.3,3.0,-0.1,1.6,0.1,61.0,165.1,65.4,0.0,1.2,0.4,57643,1
156.605,21.8,354.1,2.8,-0.1,1.6,0.1,60.4,162.6,66.0,0.0,1.2,0.4,57643,1
156.6766,21.6,353.9,2.7,-0.1,1.6,0.1,61.0,161.1,66.0,0.0,1.2,0.4,57643,1
156.7468,21.7,353.7,2.7,-0.1,1.6,0.1,60.7,158.5,64.9,0.0,1.2,0.4,57643,1
156.8163,21.7,353.2,2.7,-0.1,1.6,0.1,61.0,158.6,65.2,0.0,1.2,0.4,57643,1
156.8996,21.6,352.9,2.7,-0.1,1.6,0.1,62.5,160.1,67.1,0.0,1.2,0.4,57643,1
156.9823,21.5,352.9,2.8,-0.1,1.6,0.1,62.5,159.3,65.2,0.0,1.2,0.4,57643,1
157.065,21.4,353.0,3.0,-0.1,1.6,0.1,61.6,159.4,65.5,0.0,1.2,0.4,57643,1
157.1484,21.4,353.1,3.1,-0.1,1.6,0.1,61.4,160.2,65.2,0.0,1.2,0.4,57643,1
157.232,21.3,353.4,3.0,-0.1,1.6,0.1,62.0,159.8,63.3,0.0,1.2,0.4,57643,1
157.3158,20.9,353.5,3.0,-0.1,1.6,0.1,63.5,161.6,62.0,0.0,1.2,0.4,57643,1
157.3988,21.0,353.6,3.0,-0.1,1.6,0.1,64.6,166.6,63.3,0.0,1.2,0.4,57643,1
157.4825,21.1,353.8,2.9,-0.1,1.6,0.1,66.0,166.4,60.3,0.0,1.2,0.4,57643,1
157.5662,21.1,354.0,3.0,-0.1,1.6,0.1,66.6,168.7,61.6,0.0,1.2,0.4,57643,1
157.6348,21.1,354.2,3.0,-0.1,1.6,0.1,67.3,170.2,61.9,0.0,1.2,0.4,57643,1
157.7042,21.0,354.3,2.9,-0.1,1.6,0.1,67.6,171.4,62.7,0.0,1.2,0.4,57643,1
157.7747,21.0,354.6,3.0,-0.1,1.6,0.1,69.4,174.7,66.1,0.0,1.2,0.4,57643,1
157.8579,20.8,354.6,3.1,-0.1,1.6,0.1,68.4,171.6,63.1,0.0,1.2,0.4,57643,1
157.9301,20.9,354.5,3.1,-0.1,1.6,0.1,67.9,171.3,63.2,0.0,1.2,0.4,57643,1
158.0008,20.9,354.3,3.0,-0.1,1.6,0.1,67.3,171.3,62.7,0.0,1.2,0.4,57643,1
158.0703,21.0,354.2,3.1,-0.1,1.6,0.1,66.9,171.3,64.1,0.0,1.2,0.4,57643,1
158.1407,21.2,354.0,3.1,-0.1,1.6,0.1,65.3,170.2,63.6,0.0,1.2,0.4,57643,1
158.2107,21.3,353.8,3.1,-0.1,1.6,0.1,63.3,168.4,63.9,0.0,1.2,0.4,57643,1
158.2799,21.4,353.6,3.2,-0.1,1.6,0.1,60.1,169.1,67.4,0.0,1.2,0.4,57643,1
158.356,22.0,353.1,3.1,-0.1,1.6,0.1,54.5,163.9,67.5,0.0,1.2,0.4,57643,1
158.4295,22.2,353.0,3.1,-0.1,1.6,0.1,53.2,162.0,68.3,0.0,1.2,0.4,57643,1
158.4988,22.2,352.8,3.1,-0.1,1.6,0.1,51.5,159.7,68.3,0.0,1.2,0.4,57643,1
158.5839,22.5,352.4,2.9,-0.1,1.6,0.1,51.0,158.4,67.6,0.0,1.2,0.4,57643,1
158.6659,22.6,352.3,2.7,-0.1,1.6,0.1,51.3,158.3,67.3,0.0,1.2,0.4,57643,1
158.7494,22.6,352.2,2.7,-0.1,1.6,0.1,51.6,158.9,67.4,0.0,1.2,0.4,57643,1
158.8332,22.5,351.9,2.7,-0.1,1.6,0.1,51.2,158.8,66.9,0.0,1.2,0.4,57643,1
158.9168,22.4,351.9,2.8,-0.1,1.6,0.1,50.5,158.1,65.0,0.0,1.2,0.4,57643,1
159.092,22.3,352.3,2.8,-0.1,1.6,0.1,50.7,158.5,65.6,0.0,1.2,0.4,23522,1
159.1666,22.2,352.4,3.0,-0.1,1.6,0.1,50.6,158.4,65.4,0.0,1.2,0.4,23522,1
159.2271,22.2,352.5,3.1,-0.1,1.6,0.1,50.5,158.2,65.2,0.0,1.2,0.4,23522,1
159.2923,22.1,352.4,3.2,-0.1,1.6,0.1,51.4,158.0,64.6,0.0,1.2,0.4,23522,1
159.3475,22.0,352.2,3.2,-0.1,1.6,0.1,52.9,158.2,65.6,0.0,1.2,0.4,23522,1
159.4035,21.6,352.0,3.2,-0.1,1.6,0.1,55.4,157.9,65.1,0.0,1.1,0.4,23522,1
159.4574,21.0,351.7,3.2,-0.1,1.6,0.1,57.2,153.7,61.6,0.0,1.1,0.3,23522,1
159.5154,20.5,351.3,3.1,-0.1,1.6,0.1,59.1,155.8,64.7,0.0,1.1,0.3,23522,1
159.5725,20.2,351.1,3.1,-0.1,1.6,0.1,60.2,152.2,62.8,0.0,1.1,0.3,23522,1
159.6294,19.9,350.8,3.1,-0.1,1.6,0.1,61.6,150.0,61.9,0.0,1.1,0.3,23522,1
159.6869,19.7,350.7,3.0,-0.1,1.6,0.1,62.4,150.3,63.8,0.0,1.1,0.3,23522,1
159.7428,19.4,350.6,2.9,-0.1,1.6,0.1,63.1,150.3,63.6,0.0,1.1,0.3,23522,1
159.8005,19.1,350.2,2.7,-0.1,1.6,0.1,63.4,152.8,66.7,0.0,1.1,0.3,23522,1
159.8577,18.7,349.9,2.2,-0.1,1.6,0.1,64.8,150.6,65.0,0.0,1.1,0.3,23522,1
159.9139,18.3,349.5,2.2,-0.1,1.6,0.1,64.5,151.1,66.0,0.0,1.1,0.3,23522,1
159.9711,18.0,349.3,2.2,-0.1,1.6,0.1,64.9,151.4,66.5,0.0,1.1,0.3,23522,1
160.0145,17.8,349.1,2.1,-0.1,1.6,0.1,65.1,151.7,66.8,0.0,1.1,0.3,23522,1
160.0586,17.6,349.0,2.0,-0.1,1.6,0.1,64.1,151.5,67.0,0.0,1.1,0.3,23522,1
160.1017,17.6,349.0,2.0,-0.1,1.6,0.1,64.6,152.2,67.5,0.0,1.1,0.3,23522,1
160.1446,17.6,349.1,1.9,-0.1,1.6,0.2,64.8,152.6,67.8,0.0,1.1,0.3,23522,1
160.1877,17.5,349.2,1.8,-0.1,1.6,0.2,64.6,151.8,67.0,0.0,1.1,0.3,23522,1
160.2298,17.6,349.5,1.8,-0.1,1.6,0.2,64.7,151.8,66.7,0.0,1.1,0.3,23522,1
160.2719,17.6,349.8,1.8,-0.1,1.6,0.2,65.1,153.7,68.1,0.0,1.1,0.3,23522,1
160.3143,17.6,350.1,1.8,-0.1,1.6,0.2,65.3,153.0,67.4,0.0,1.1,0.3,23522,1
160.3565,17.7,350.3,1.6,-0.1,1.6,0.2,65.6,152.4,66.6,0.0,1.1,0.3,23522,1
160.3986,17.6,350.6,1.6,-0.1,1.6,0.2,65.9,153.5,67.2,0.0,1.1,0.3,23522,1
160.4405,17.5,351.1,1.4,0.0,1.6,0.2,66.0,154.1,67.4,0.0,1.1,0.3,23522,1
160.4833,17.5,351.5,1.4,0.0,1.6,0.2,65.9,154.9,67.8,0.0,1.1,0.3,23522,1
160.527,17.5,352.2,1.3,0.0,1.6,0.2,66.4,155.5,68.0,0.0,1.1,0.3,23522,1
160.5685,17.5,352.8,1.2,0.0,1.6,0.2,66.6,155.5,67.7,0.0,1.1,0.3,23522,1
160.6106,17.4,353.6,1.2,0.0,1.6,0.2,66.7,154.9,66.7,0.0,1.1,0.3,23522,1
160.6526,17.3,354.7,1.2,0.0,1.6,0.2,67.3,157.5,68.4,0.0,1.1,0.3,23522,1
160.6945,17.2,355.9,1.1,0.0,1.6,0.2,67.6,157.5,67.8,0.0,1.1,0.3,23522,1
160.7369,17.3,357.5,0.9,0.0,1.6,0.2,67.9,158.1,67.5,0.0,1.1,0.3,23522,1
160.7785,17.6,358.8,0.7,0.0,1.6,0.2,68.2,159.6,68.1,0.1,1.1,0.3,23522,1
160.8085,18.2,1.1,0.5,0.0,1.6,0.2,68.1,161.4,68.4,0.1,1.1,0.3,23522,1
160.8485,18.5,3.1,0.3,0.0,1.6,0.2,67.8,162.5,68.3,0.1,1.1,0.3,23522,1
160.8766,18.9,5.3,0.3,0.0,1.6,0.2,67.5,164.3,68.8,0.1,1.1,0.3,23522,1
160.9053,19.0,7.9,0.3,0.0,1.6,0.2,67.3,166.4,69.4,0.1,1.1,0.3,23522,1
160.934,19.0,10.5,0.4,0.0,1.6,0.2,67.3,169.0,70.4,0.1,1.1,0.3,23522,1
160.9623,18.7,13.1,0.3,0.0,1.6,0.2,67.1,171.0,71.1,0.1,1.1,0.3,23522,1
160.9907,18.5,15.6,0.2,0.0,1.6,0.2,67.0,172.2,70.7,0.1,1.1,0.3,23522,1
161.02,18.3,19.5,0.0,0.0,1.6,0.2,67.0,173.9,69.8,0.1,1.1,0.3,23522,1
161.0577,18.6,23.5,0.0,0.0,1.6,0.2,66.9,176.7,69.6,0.1,1.1,0.3,23522,1
161.0989,18.9,27.6,0.1,0.0,1.6,0.2,66.7,180.5,70.0,0.1,1.1,0.3,23522,1
