log_id,mse,activity,Recognised
0yGJtdbPjH91ocDYKXWiiQ8GdnURmuqSwu4BmhZ17Pkd2B1CooBCiaiSQ392v07oDxLFybVS2OrJrSUqP6yQ,8.112029495362252e-07,right,Yes
aMP7dCYBEoL2FnB5IVTZmhnmtAwJWuZJhKWsl0UlVhb2DIIivLe0fPjwQ3Dsa5vbX5E1P939TiQxUbrxqBjA,8.133931447231447e-07,right,Yes
aTuVcHzz1UYlENx3AfTCuSvejzg7Oc3Ap4p5XdLHoWQ9cpoYg5DTpnuW9O0hmaSD9IkCyAs85cj9ALaJOBag,8.119479350000821e-07,right,Yes
CKuASVs0l8uene2fe1roZCq91JlNorY1rumviij8HOYpqZtPFe0jt8W7aymfmWtKh1HqoFBBucOynGzVw,8.205116949498964e-07,right,Yes
csu71SUSo83NYSsChwjkGq0WU591UkfBgpB0pYK2yQGTScZJiDD3WqP4N1JqT3D9FvS03zBOfdZNC4gp9HCw,8.09184342290154e-07,right,Yes
fdNfAG7FSVYXECre0TFtY9MXnSaV4ktY3jrRM2Xz0LAEVjcfRD9EBMxkCRxqym0pcRlodsomjeuFPT6wtuQ,8.116127005741408e-07,right,Yes
HEe0DOXSfQOySpZinPZrRjfyeWf28bRBhfCP3um1twnn3QbUhf6g95koxf7uex8faeaevCaby1b1cLCfadNYVw,8.1412603759411e-07,right,Yes
KTujUbX0yLn3dkKWnADlIX39lcWvVz36dUPyRoAqSZKOPxmheGnxtlvKcNtosuze4IloyHdlrujjJW9wYDlA,8.141238685962422e-07,right,Yes
KWrKNjZltVOrJ95DjF2wGWKJ1ex24xIvQ2oXsjNfJf13hPUHZcbG6QuRdtGh7lyJlvDprf5pn9volEBTkqgtQ,8.113839767083283e-07,right,Yes
q1pR0qOJPrZFN7yzZigJiIoVEWWQShYt1xPjtjPDP1gCN1wxSHQN1m5TBAyznwNpFV9DCXOwo13dcmZybgw,8.082927009205222e-07,right,Yes
ve7iOhLbGE11HS2IX0VSFhVeTf2XAGyJmRtpbaaBjWteuM1DW2xlR26CCluLWiGXJgdhLJyKLMfiRtYiKuQ,8.13981673039238e-07,right,Yes
x7yIM3Hzc6hdi2xGCMWUSPL1NFX2ITFU2xfeexzVIZv6P87PeptuYzYVd9JPEyTbPQplVvqTfWPzPJ5ZxaJQ,8.093878459557381e-07,right,Yes
X8mcpH70fJv9M7xfAgOVfcFlnN95C8GWi1iBSiyxwJnRvFyyqKjJBXiQgSU8B6uQszdBP6Fbk0jCW0rAMbQ,8.088238505940809e-07,right,Yes
xhIfmMrr5sRLfOM7SUBlyEa0ArQVYycMAXYTJo086Axfrv6cKBYcb9mO36S1YPljkZOWGNvzEAu9yC4A,8.141641586250064e-07,right,Yes
xv58a14zbHiXPVdqlJaLhbiw45xF5RXG0lQyH1mbGcUp8w3YaedfwqYGBAjarf5IVI2i7r2H0hMAFqmGzKxMg,8.14144532075409e-07,right,Yes
yLhvLULhWQerm7j7u4UMjh9ivMuFq1Hwf2TLjOzmsMXvHm1GdZSYW9ETVtbMNx82gmV2dugSzH3wPT9kf6mw,8.610295091449812e-07,right,Yes
YNyI4y1NKtLZJwpSgztiiTLm4Bi2ICAIs9PWmC7J3pe1UIueR6MZ7WxICHFfA4f3JDHm7L5Ti2uG0HzxuQ,8.10198032509003e-07,right,Yes
5OdOWMEuL2I1wUIWM6ImT1YQdgODhzL46qKkCp3dM1wRZvVwutCe0ws7qOJ9KWJQ7TOB3ZvTdlndKxQwvp8EA,8.058321978265331e-07,wrong,Yes
5qJsiy6LQvfzyyXbN54prkh0YOTdlZvYbQB8aySMJtJ0RBQlnulWKLEW9a0pALMnIgabPG1bZnlWtrzLDe5w,8.052395806930571e-07,wrong,Yes
chLuBJ3xU3XFTEAR1ZWmcR6pHdY6gCmYRxKUv4dojJH48P8vEelsP0OmZv77urEACYzwA6kkc95yfpvtJV5lZA,8.075935751335917e-07,wrong,Yes
EIM9mASGXaiZeWBnb6zZjjLMVMbbkZt5pSJ0D6XfOTjk55rDDFKWGal1JxHxTNUqRfsClmYrylRed6d7D3A,8.218426651166456e-07,wrong,Yes
HsWsXEzfbrdaeMZOvVphCRifPk9j6vQSIArqdL8Gy7bJjv4n7DA9DiNLZ65iu4sB6SjHisdF2yO1gXU2YMA,8.299344914790095e-07,wrong,Yes
j7DYLRBJPRvi5Ews63BZTi4ahWfwcphbN6CMR5UmYVksTk3mfKKPb22lLhI1HaRd6PRu2gOtxPwV4dETngWVJA,8.059120349696733e-07,wrong,Yes
L5tvpJmSDHYmG1BjpEoMd8EbykxyFZSyaOGcSJhS9Szmz9c9wFnV5AxSMWqLUxS71DxHPyE1udSDjnHIvJpQ,8.082265738769378e-07,wrong,Yes
SLb5V3AN75WxGDdbY8gM1HVeqZXTO0k51tMY51HdiQdCpmWkx9jacbfY9CQcBmprqE3r9kw33IgrOQPKRI1Q,8.076217065594262e-07,wrong,Yes
uIbB3QuAeIOA57B7K6L6xGakcXYzgfZov1aLnNLUWFjHo2KGYSefmFQiyIU3pGZrYzl2li8YOaNpsvMPJp6g,8.095664149794782e-07,wrong,Yes
v7I0BiJdQBAJj4jowBXkhAnjpQqXxYJuwWVmEttwjrs4am0jcCCJmkBhGlExkM7njRMoHIwHJjQ3JXxfhbOQ,8.614010780162612e-07,wrong,Yes
yGkqGcx0TnfQ4h6SBtiH7HwDgZwfdBl6MdoYVpXPKaTAglAkKY63GNE68VadtRM3eirA5H0FyNbl06M3g,8.088513013712334e-07,wrong,Yes
YYV2QwRqFNEfRoh6s9vJAr5lovjuGmP9ogwhBIbzw9ntMKOCLZeJePzvHnfdY50vE2tM8gB2XBcaF6EQD8hPQ,8.055297289269725e-07,wrong,Yes
