log_id,mse,activity,Recognised
3tNUqQYeevOu6FmYmRnnz7GvtyMePjiARXkRTqoib04RJrTdM6OE5MqUIgMQDSUv5QZApB7L4Z6Eqwh3LoQ,6.915028368305386e-06,right,Yes
blzmNFL3Q5AKLxk57JwK10tdatEAroe3ykbH39ZzoWzmBNHQjlVHYqkEsPkNCqsE0l06WrKiZz6rePNcRkg,4.40223255989233e-06,right,Yes
CCCpQUXwWW7MlccK4FwFuPFTuO0hAz0BQwItzJb98cJWsvMnTnfKFtVmmocdwXzT4vQRDgyXhMk89uzCCQ,5.262720168819901e-06,right,Yes
CJlxx4t4hAUsCFkKwVwC9c8PdZ6dERibh2Mqs133aDdCIusR47q0AsVn5Dp9iKhVOlrbYIkGrqEgqU8uBgNA,1.0605540199529027e-05,right,Yes
Kmg96ZtvYFl6skIeGF106PclXINiVvXKLsJghMBNPTrqnMPZXuE7eaWnNXrRqhNWLwGlswYsUxWg72uGotvg,4.998256529631589e-06,right,Yes
Y6QLETYq0j30PJL0CuwvBrJwZP7gLOmvXTeFcu45guDsMO58FRCosgvqWIwHzhB5OIFru5exWlKlGuwtG7vg,7.056015903884768e-06,right,Yes
b299wAAUpqJybLbKntWUD97AVogRduGcty8mZ7S2BdtsFjE0K8k4mL5B19OmaL7UuOZx3jmKuvlZ1U73fpsBtg,3.838466592442446e-06,right,Yes
bhdwSIvP2fylo2B4CfsGyMHxFeEO6NPKRx7aA9x70CnOCgXNGKUaZijEfGoMTHWCxXc3LLu8DBCcMx6rdUj0w,4.013595165253254e-06,right,Yes
YeWvmLO42PH8VjIItk7fmmgR5tSSUHsdNzZz64vX29ZI9HKxShEEkX0QSuf0wXoJ6KLKtfwn9ZyCIxf0hQ0w,4.2890002645251325e-06,right,Yes
a3QT9hUVbegf68xRqNwWKfg2MMz8cdImNscLaZ0932GpVuv7tfTkvozIAn3QCpjqu2sr3fJ39072Ha6dPFuYw,0.0009953600181081,wrong,No
2DsfeswNqNZnOCdU3FgENdgb3xHOnKM1zhDMQiAspblNLTzclWBj2AfAaftsiNky1D2NUV6A2bEpZQIhh0WMw,4.002504905735678e-06,wrong,Yes
5ZjHMDacgyj7zT0DB7aO2m8EJv2xvEFZShybgiMDJREqGtLcCOadHKzekEdvKSSDXhTQGPLUiQ2Az4dvlTA,4.786343993101159e-06,wrong,Yes
6ggyHcxZWA4whRGGosJSiWjKGZ0V3IR1waVeTZ54J3DtG9Z7kvzihojurALEqCpD3vg6TC4nK1it1eBQpw,0.0001142480959162,wrong,Yes
CKNKe5HNth2G4Udl1pTwEQpcNJCE1aCB7PT8aJQIm7wxdDVWO0ApvIfG8CorECrGuCoHIxpAgKuWzYs4Vgg,2.4068922519834397e-06,wrong,Yes
cNsw3tz35wMvWzNavZnTgyREMR56uDlLuj1ewuUcQjIDhvTKNtsety9AFaEOoZJHSN9d8oREsErvczfIPPw,5.613948676374928e-05,wrong,Yes
GSFRAj2b57K37WMqi1YNepcbGt9LrpgLYomi40Ylc3m8yodJlZ8JjSDs7NxbtXVCZa2bY5SjkaFblmkMx47w,0.0001040993345877,wrong,Yes
hm5vuujnrAROAP700iLgwE414xQJKAfkudGUnzXIud4m3ByJLx3XyTB1fdQipbsKl1kEyy4zFBgyCtRoA,4.259206567273915e-06,wrong,Yes
LdlMcPjDQNtS8TTdmHPuvesDdxTB8frPkGWdZmpm3VEGtUh1LPZKadF1bpBsYUOGWJmgDvDVvlHMjDrhxvg,3.940791226083416e-05,wrong,Yes
mBKuHfaZ2c0kpT3ozW9NhPlWivHySPrMWKL11YXWancwf1Np63wuGSfbLed8Gn0OQEgjpbSebN2KBP2KpynwA,3.878160484778667e-06,wrong,Yes
NFwBHe3JlEvJkPlfWsLU6Kq0FlRP3mHfkscfBLE6ZAw2neHymLaukpOHiDbxdIfr1V8SVhHkcIqmfD6hZ6WRQ,5.392926659260707e-05,wrong,Yes
oCFXKlsxVeSPh7XwTiMSmQsd61VxS3FHB7pWUEgbYvT0Yq0CTwDEImJeSJx0xVJjYrtsbfgvY5AA3cDAecFg,2.642226928466631e-06,wrong,Yes
PlRl3gfi8wp9hUPs3HFR5vIBGm2ml3X6jvSynP0yruv3I7J8NowQVzSVjX9cMPBouOZU1TjvQTjNhfKVXYYxw,6.535652498635237e-06,wrong,Yes
Tgxp5YSS9RQCfzJVW3qD8XT9OZgqkV8y1LwrKIS7nHQJ7oMuhN9urHCL243NBsZdaT8dUUJBDRr1oOtc6EQ,2.677964508453216e-06,wrong,Yes
TpkXNvELz0ueZIQKe4qNfUy6wuUKrRYFSF12xPyWI904T8O36b7UyaJrYZgqfL5rjeJbyssG5JAglvIMUvHA,2.6772149012364348e-05,wrong,Yes
XweFoTnWNx97wlMdWz4otQ1ed3f8pwkM3TyhteoXc3J58oybrN7NNbvH11qph3NwUMzbc7LB6Bxhrrw4tQ,3.328117627785628e-06,wrong,Yes
xyRXCdpJ4sAGQe9rwiqCgZ4KIMq96IAJbbt5hRzEajpcDPV1fi1cZQvdVwITKnBWcxORTxmCEHUBhCIwAh5A,3.6653071572996255e-06,wrong,Yes
XZIMdi009nOwL4VHudq1BU7mJPLuVqWwS3rmQpg5qXKPVDKUtsvSm6351LlZifX9aTFHyVwAp9wFAnG5DIrwg,2.827067139118165e-06,wrong,Yes
yMLUt3EiKdT7mCCj0PJE85xyVS7lukfssidvflrcLMG8VDhDzWBndM12VHw7a71ebPT9QBoP1Z6B7KFsTtQ,3.335159926697585e-06,wrong,Yes
5woaRxtr3GrWIVQWtyXZDFHCApw4WzDkUdzg6uJRUTlg9uwK8riobq9zlKSxWk5Lz9JZKMNvrKzbCABpHKmQ,0.0001437740202483,wrong,Yes
H9C5xlC2pnjvp6QhQWF7DhYEcuVrBjWyibyah7xSxTQZ2a0zPQZryAQFMWwYFsCEWj1bz2dkbuekepZDAtdmLQ,0.0001928491053915,wrong,No
KHiZXlwh5dPGc6S2yUyXThxHxwUCEfVFej8Rz8FCJ9QsJBqp2fUGniVZgshw6QxWFZ2gsbRJQVCuhuJc8Q,0.0001289881493532,wrong,Yes
UWmpNpsO0vRpBfMo8XoEfpJnJBS4nBcEWWulYDiq9wonheX68dHRPKnXrPQWIxj7Nqy9uKDFwY5ooAfA1kTqg,1.5498771054691432e-05,wrong,Yes
0yGAu6NFhY8iYxiwYNPVr4IIvJdVmcPKeDBMOpNkzeelTna3pEXVyM1ESDYjUIxxecA1uYLtirbcGJJJJA,2.237752785409912e-06,wrong,Yes
1daESdWGtSVuDz2vP1kvn8d7nOr2twsZ1XkeCM8jCJh2Vgy5NTFGkbXjJJrbpuO9VcdL3DCpxPkveK9ujm2TSw,1.196928295062582e-05,wrong,Yes
24rrYFo5Ne16cjcQKcfs2TaX8xgKxHHQZwFaMo2KAkKRyOmMWUY143VwOy4O8QyTmEI6PpMYs4CFJNGg,3.2012066468519327e-06,wrong,Yes
3yoAH7i7yyiVQ9m1weUgSvgagUb7nsTdBDq08RxO2cuurMfYl0jtCuyDHeMxQOCt06VWigUWxuVnqAIoFVAQ,3.156528948654892e-06,wrong,Yes
dBy3DIoQZdKlZ6kp7f5AnYwRA0P8VVgckDKXxdCpD2cqAcydTJELfE4G89TiCjlUsG8xcCDP0WTKbnQ1Tdg,3.53307361996522e-06,wrong,Yes
DPDR1ONDaPvwugi6dndh6LxnfDb26TWZWafu77zdEJMXZeGMrH7hcgLGRJF2sAEr6lM8APSD5i9k07DYSaA,4.261522837809556e-06,wrong,Yes
FCYCOSfleK1039ffPiDLct0eEXhzMDDY3EyfgkI54THk5BUxdDA1TJWsOGQhSx9dyVpjrFIYm3xPrPdHZDKg,3.681205124954616e-05,wrong,Yes
fdIS5reJyLOWAZQ1HqNwNlrHLIpPjOvE4QzqsvqHhXKEDG1wy9UlcEaDSlpi51ubbtwscmMxxMAsnVcFbg,2.215163661638792e-06,wrong,Yes
fEf6Iny93LoPvRlYuPDFCM2P3uwPqqzCxvKNtHUaYOiZTc6qi4FRy4XpeHfydtn4DsCyZ8sUYf4xqVjGu7uA,5.285310373281877e-06,wrong,Yes
HH2GTf55vRYAA1uQOQeRAukb1CM7nx6CwOl9jYKE5I4AhsSbHpi6omrCnNWWTkq5npcCvf5DfaoJwTWw,4.324139593281094e-06,wrong,Yes
jvY6YOoubfYxPMMCoxJKXpXVsdBUDvuZexu3Idy2iJKfs2VXY9hMSdvTIRRFkL5J7JZhlrQQs2j0CX3dXbQ,3.606434557918598e-06,wrong,Yes
MIbMlC1XndsNICb6tScSxVVWazjdDEcNzD8ehhHRBPu8SrOFyPHYSfKMfF2J04AD5nsNaVotbu9WIRKoaDjcXw,3.2829493191877963e-06,wrong,Yes
MuEye8GYm5rOQsyqW2OYtaYb00W7qfdSeTEtqfDFjYoeO3j5wYNdQlvWvZsjHFNAmKeFUxm7u5De9dhwl4vSTw,1.7827598168091996e-06,wrong,Yes
PlfPHk7UTHbFwrWqfy4UqZMEzfHlf2L2ytV7CALmMp9Brxqwz7AVaCbS75HeQ9C5aDF4i3o2AztQ6VfTO33g,5.370600064017963e-06,wrong,Yes
PYwqmP74t9WDLmCjIiuIixU4iDcWj912nQWDuAqL8dyEACQDzh9qlNroQJGWruU4AQQ48Whntcn7An3yjk7A,4.095379513897021e-06,wrong,Yes
sHXMFmdJY6V2M7QlTLY0AgZPd9pDMs94b60NeuYtlYEDw11L71OiyoagIGlZLMYG2UecUCajlzBeE7TBIA,5.780895982019128e-06,wrong,Yes
xbNxmSmO24sBgMqoeg9JNNpFHEjGfJauTcfB1NEHO4EeZCWYMAYCP44yZXRh2cJ8UPfZJZEjKXY2AZ3ow,2.2197268180908847e-06,wrong,Yes
zVa6roD3uWOMCfvfm0CrskqgBsg1cEWeYywtChQ3yEMHtwNyUBG4NjLzxYsvce7Y9OdKsMaJt3ynzsumidQ,4.041595107612684e-06,wrong,Yes
